Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
England,Sri Lanka,England,Pune,30-10-87,8,wickets
Australia,Zimbabwe,Australia,Cuttack,30-10-87,70,runs
Pakistan,West Indies,West Indies,Karachi,30-10-87,28,runs
India,New Zealand,India,Nagpur,31-10-87,9,wickets
Pakistan,Australia,Australia,Lahore,04-11-87,18,runs
India,England,England,Mumbai,05-11-87,35,runs
Australia,England,Australia,Kolkata,08-11-87,7,runs
Pakistan,England,England,Lahore,18-11-87,2,wickets
Pakistan,England,England,Karachi,20-11-87,23,runs
Pakistan,England,England,Peshawar,22-11-87,98,runs
India,West Indies,West Indies,Nagpur,08-12-87,10,runs
India,West Indies,West Indies,Guwahati,23-12-87,52,runs
Australia,Sri Lanka,Australia,Perth,02-01-88,81,runs
India,West Indies,India,Kolkata,02-01-88,56,runs
Australia,New Zealand,New Zealand,Perth,03-01-88,1,run
New Zealand,Sri Lanka,New Zealand,Sydney,05-01-88,6,wickets
India,West Indies,West Indies,Rajkot,05-01-88,6,wickets
India,West Indies,West Indies,Ahmedabad,07-01-88,2,runs
Australia,New Zealand,Australia,Melbourne,07-01-88,6,runs
New Zealand,Sri Lanka,New Zealand,Adelaide,09-01-88,4,wickets
Australia,Sri Lanka,Australia,Adelaide,10-01-88,81,runs
New Zealand,Sri Lanka,Sri Lanka,Hobart,12-01-88,4,wickets
Australia,Sri Lanka,Australia,Melbourne,14-01-88,38,runs
New Zealand,Sri Lanka,New Zealand,Brisbane,16-01-88,4,wickets
Australia,New Zealand,Australia,Brisbane,17-01-88,5,wickets
Australia,Sri Lanka,Australia,Sydney,19-01-88,3,wickets
India,West Indies,West Indies,Faridabad,19-01-88,4,wickets
Australia,New Zealand,Australia,Sydney,20-01-88,78,runs
Australia,New Zealand,Australia,Melbourne,22-01-88,8,wickets
India,West Indies,West Indies,Gwalior,22-01-88,73,runs
Australia,New Zealand,Australia,Sydney,24-01-88,6,wickets
India,West Indies,West Indies,Thiruvananthapuram,25-01-88,9,wickets
Australia,England,Australia,Melbourne,04-02-88,22,runs
New Zealand,England,England,Dunedin,09-03-88,5,wickets
West Indies,Pakistan,West Indies,Kingston,12-03-88,47,runs
New Zealand,England,England,Christchurch,12-03-88,6,wickets
West Indies,Pakistan,West Indies,St John's,15-03-88,5,wickets
New Zealand,England,New Zealand,Napier,16-03-88,7,wickets
West Indies,Pakistan,West Indies,Port of Spain,18-03-88,50,runs
New Zealand,England,New Zealand,Auckland,19-03-88,4,wickets
West Indies,Pakistan,West Indies,Port of Spain,20-03-88,7,wickets
India,Sri Lanka,India,Sharjah,25-03-88,18,runs
India,New Zealand,India,Sharjah,27-03-88,73,runs
New Zealand,Sri Lanka,New Zealand,Sharjah,29-03-88,99,runs
West Indies,Pakistan,West Indies,Georgetown,30-03-88,7,wickets
New Zealand,Sri Lanka,New Zealand,Sharjah,31-03-88,43,runs
India,New Zealand,India,Sharjah,01-04-88,52,runs
England,West Indies,England,Birmingham,19-05-88,6,wickets
England,West Indies,England,Leeds,21-05-88,47,runs
England,Sri Lanka,England,The Oval,04-09-88,5,wickets
Pakistan,Australia,Pakistan,Lahore,14-10-88,14,wickets
India,West Indies,India,Sharjah,16-10-88,23,runs
Pakistan,West Indies,Pakistan,Sharjah,18-10-88,84,runs
India,Pakistan,Pakistan,Sharjah,19-10-88,34,runs
India,West Indies,West Indies,Sharjah,21-10-88,8,wickets
Pakistan,West Indies,West Indies,Sharjah,22-10-88,11,runs
Pakistan,Sri Lanka,Sri Lanka,Dhaka,27-10-88,5,wickets
Bangladesh,India,India,Chittagong,27-10-88,9,wickets
India,Sri Lanka,Sri Lanka,Dhaka,29-10-88,17,runs
Bangladesh,Pakistan,Pakistan,Chittagong,29-10-88,173,runs
India,Pakistan,India,Dhaka,31-10-88,4,wickets
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,02-11-88,9,wickets
India,Sri Lanka,India,Dhaka,04-11-88,6,wickets
India,New Zealand,India,Visakhapatnam,10-12-88,4,wickets
Pakistan,West Indies,West Indies,Adelaide,10-12-88,89,runs
Australia,Pakistan,Australia,Adelaide,11-12-88,9,wickets
India,New Zealand,India,Cuttack,12-12-88,5,wickets
Australia,West Indies,West Indies,Sydney,13-12-88,1,run
Australia,West Indies,West Indies,Melbourne,15-12-88,34,runs
India,New Zealand,India,Indore,15-12-88,53,runs
Pakistan,West Indies,West Indies,Hobart,17-12-88,17,runs
India,New Zealand,India,Vadodara,17-12-88,2,wickets
Pakistan,West Indies,West Indies,Perth,01-01-89,7,wickets
Australia,Pakistan,Pakistan,Perth,02-01-89,38,runs
Australia,West Indies,Australia,Melbourne,05-01-89,8,runs
Pakistan,West Indies,Pakistan,Brisbane,07-01-89,55,runs
Australia,Pakistan,Australia,Brisbane,08-01-89,5,wickets
Australia,Pakistan,Australia,Melbourne,10-01-89,6,runs
Australia,West Indies,Australia,Sydney,12-01-89,61,runs
Australia,West Indies,Australia,Melbourne,14-01-89,2,runs
Australia,West Indies,West Indies,Sydney,16-01-89,92,runs
Australia,West Indies,West Indies,Sydney,18-01-89,8,wickets
New Zealand,Pakistan,New Zealand,Dunedin,06-02-89,8,wickets
New Zealand,Pakistan,New Zealand,Christchurch,04-03-89,7,wickets
West Indies,India,West Indies,Bridgetown,07-03-89,50,runs
New Zealand,Pakistan,New Zealand,Wellington,08-03-89,6,wickets
West Indies,India,West Indies,Port of Spain,09-03-89,6,wickets
New Zealand,Pakistan,Pakistan,Auckland,11-03-89,7,wickets
West Indies,India,West Indies,Port of Spain,11-03-89,6,wickets
New Zealand,Pakistan,New Zealand,Hamilton,14-03-89,7,wickets
West Indies,India,West Indies,St John's,18-03-89,8,wickets
West Indies,India,West Indies,Georgetown,21-03-89,101,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,23-03-89,30,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,24-03-89,7,wickets
England,Australia,England,Manchester,25-05-89,95,runs
England,Australia,tied,Nottingham,27-05-89,50,runs
England,Australia,Australia,Lord's,29-05-89,6,wickets
India,West Indies,West Indies,Sharjah,13-10-89,5,wickets
Pakistan,West Indies,Pakistan,Sharjah,14-10-89,11,runs
England,Sri Lanka,England,Delhi,15-10-89,5,wickets
India,Pakistan,Pakistan,Sharjah,15-10-89,6,wickets
India,West Indies,India,Sharjah,16-10-89,37,runs
Pakistan,West Indies,Pakistan,Sharjah,17-10-89,57,runs
Australia,England,England,Hyderabad (Deccan),19-10-89,7,wickets
Sri Lanka,West Indies,Sri Lanka,Rajkot,19-10-89,4,wickets
India,Pakistan,Pakistan,Sharjah,20-10-89,38,runs
Australia,West Indies,Australia,Chennai,21-10-89,99,runs
England,Pakistan,England,Cuttack,22-10-89,4,wickets
India,Sri Lanka,India,Ahmedabad,22-10-89,6,runs
India,West Indies,West Indies,Delhi,23-10-89,20,runs
Australia,Pakistan,Pakistan,Mumbai (BS),23-10-89,66,runs
India,England,India,Kanpur,25-10-89,6,wickets
Pakistan,West Indies,West Indies,Jalandhar,25-10-89,6,wickets
Australia,Sri Lanka,Australia,Margao,25-10-89,28,runs
England,West Indies,West Indies,Gwalior,27-10-89,26,runs
India,Australia,India,Bengaluru,27-10-89,3,wickets
Pakistan,Sri Lanka,Pakistan,Lucknow,27-10-89,6,runs
India,Pakistan,Pakistan,Kolkata,28-10-89,77,runs
England,Pakistan,Pakistan,Nagpur,30-10-89,6,wickets
India,West Indies,West Indies,Mumbai,30-10-89,8,wickets
Pakistan,West Indies,Pakistan,Kolkata,01-11-89,4,wickets
Pakistan,India,Pakistan,Gujranwala,18-12-89,7,runs
Pakistan,India,no result,Karachi,20-12-89,22,runs
Pakistan,India,Pakistan,Lahore,22-12-89,38,runs
Australia,Sri Lanka,Australia,Melbourne,26-12-89,30,runs
Australia,Sri Lanka,Australia,Perth,30-12-89,9,wickets
Pakistan,Sri Lanka,Sri Lanka,Perth,31-12-89,3,wickets
Australia,Pakistan,Australia,Melbourne,03-01-90,7,wickets
Australia,Sri Lanka,Australia,Melbourne,04-01-90,73,runs
Pakistan,Sri Lanka,Pakistan,Brisbane,10-02-90,5,wickets
Australia,Pakistan,Australia,Brisbane,11-02-90,67,runs
Australia,Pakistan,Pakistan,Sydney,13-02-90,5,wickets
West Indies,England,no result,Port of Spain,14-02-90,6,wickets
Pakistan,Sri Lanka,Pakistan,Hobart,15-02-90,6,wickets
West Indies,England,no result,Port of Spain,17-02-90,27,runs
Pakistan,Sri Lanka,Pakistan,Adelaide,17-02-90,27,runs
Australia,Sri Lanka,Australia,Adelaide,18-02-90,7,wickets
Australia,Pakistan,Pakistan,Sydney,20-02-90,2,runs
Australia,Pakistan,Australia,Melbourne,23-02-90,7,wickets
Australia,Pakistan,Australia,Sydney,25-02-90,69,runs
New Zealand,India,New Zealand,Dunedin,01-03-90,108,runs
West Indies,England,West Indies,Kingston,03-03-90,3,wickets
Australia,India,Australia,Christchurch,03-03-90,18,runs
New Zealand,Australia,Australia,Christchurch,04-03-90,150,runs
New Zealand,India,India,Wellington,06-03-90,1,run
West Indies,England,West Indies,Georgetown,07-03-90,6,wickets
Australia,India,Australia,Hamilton,08-03-90,7,wickets
New Zealand,Australia,Australia,Auckland,10-03-90,10,runs
New Zealand,Australia,Australia,Auckland,11-03-90,8,wickets
West Indies,England,West Indies,Georgetown,15-03-90,7,wickets
West Indies,England,West Indies,Bridgetown,03-04-90,4,wickets
India,Sri Lanka,Sri Lanka,Sharjah,25-04-90,3,wickets
Australia,New Zealand,Australia,Sharjah,26-04-90,63,runs
India,Pakistan,Pakistan,Sharjah,27-04-90,26,runs
Bangladesh,New Zealand,New Zealand,Sharjah,28-04-90,161,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,29-04-90,90,runs
Australia,Bangladesh,Australia,Sharjah,30-04-90,7,wickets
New Zealand,Pakistan,Pakistan,Sharjah,01-05-90,8,wickets
Australia,Sri Lanka,Australia,Sharjah,02-05-90,114,runs
Australia,Pakistan,Pakistan,Sharjah,04-05-90,36,runs
England,New Zealand,New Zealand,Leeds,23-05-90,4,wickets
England,New Zealand,England,The Oval,25-05-90,6,wickets
England,India,India,Leeds,18-07-90,6,wickets
England,India,India,Nottingham,20-07-90,5,wickets
Pakistan,New Zealand,Pakistan,Lahore,02-11-90,19,runs
Pakistan,New Zealand,Pakistan,Peshawar,04-11-90,8,wickets
Pakistan,New Zealand,Pakistan,Sialkot,06-11-90,105,runs
Pakistan,West Indies,Pakistan,Karachi,09-11-90,6,runs
Pakistan,West Indies,Pakistan,Lahore,11-11-90,5,wickets
Pakistan,West Indies,Pakistan,Multan,13-11-90,31,runs
Australia,New Zealand,Australia,Sydney,29-11-90,61,runs
India,Sri Lanka,India,Nagpur,01-12-90,19,runs
England,New Zealand,New Zealand,Adelaide,01-12-90,7,runs
Australia,New Zealand,Australia,Adelaide,02-12-90,6,wickets
India,Sri Lanka,India,Pune,05-12-90,6,wickets
England,New Zealand,England,Perth,07-12-90,4,wickets
India,Sri Lanka,Sri Lanka,Margao,08-12-90,7,wickets
Australia,England,Australia,Perth,09-12-90,6,wickets
Australia,New Zealand,Australia,Melbourne,11-12-90,39,runs
England,New Zealand,England,Sydney,13-12-90,33,runs
England,New Zealand,New Zealand,Brisbane,15-12-90,8,wickets
Australia,England,Australia,Brisbane,16-12-90,37,runs
Australia,New Zealand,New Zealand,Hobart,18-12-90,1,run
Pakistan,Sri Lanka,Sri Lanka,Sharjah,20-12-90,6,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,21-12-90,50,runs
India,Bangladesh,India,Chandigarh,25-12-90,9,wickets
India,Sri Lanka,Sri Lanka,Cuttack,28-12-90,36,runs
Bangladesh,Sri Lanka,Sri Lanka,Kolkata,31-12-90,71,runs
Australia,England,Australia,Sydney,01-01-91,68,runs
India,Sri Lanka,India,Kolkata,04-01-91,7,wickets
Australia,England,Australia,Melbourne,10-01-91,3,runs
Australia,New Zealand,Australia,Sydney,13-01-91,6,wickets
Australia,New Zealand,Australia,Melbourne,15-01-91,7,wickets
New Zealand,Sri Lanka,New Zealand,Napier,26-01-91,5,wickets
New Zealand,Sri Lanka,New Zealand,Auckland,28-01-91,41,runs
New Zealand,Sri Lanka,New Zealand,Dunedin,06-02-91,107,runs
New Zealand,England,England,Christchurch,09-02-91,14,runs
New Zealand,England,New Zealand,Wellington,13-02-91,9,runs
New Zealand,England,New Zealand,Auckland,16-02-91,7,runs
West Indies,Australia,Australia,Kingston,26-02-91,35,runs
West Indies,Australia,Australia,Port of Spain,09-03-91,45,runs
West Indies,Australia,West Indies,Port of Spain,10-03-91,7,wickets
West Indies,Australia,Australia,Bridgetown,13-03-91,37,runs
West Indies,Australia,Australia,Georgetown,20-03-91,6,wickets
England,West Indies,England,Manchester,25-05-91,9,runs
England,West Indies,England,Lord's,27-05-91,7,wickets
Pakistan,West Indies,West Indies,Sharjah,17-10-91,1,wicket
India,Pakistan,India,Sharjah,18-10-91,60,runs
India,West Indies,India,Sharjah,19-10-91,19,runs
Pakistan,West Indies,Pakistan,Sharjah,21-10-91,1,run
India,West Indies,India,Sharjah,22-10-91,7,wickets
India,Pakistan,Pakistan,Sharjah,23-10-91,4,runs
India,Pakistan,Pakistan,Sharjah,25-10-91,72,runs
India,South Africa,India,Kolkata,10-11-91,3,wickets
India,South Africa,India,Gwalior,12-11-91,38,runs
India,South Africa,South Africa,New Delhi,14-11-91,8,wickets
Pakistan,West Indies,West Indies,Karachi,20-11-91,24,runs
Pakistan,West Indies,tied,Lahore,22-11-91,20,runs
Pakistan,West Indies,West Indies,Faisalabad,24-11-91,17,runs
India,West Indies,tied,Perth,06-12-91,62,runs
Australia,India,India,Perth,08-12-91,107,runs
Australia,India,Australia,Hobart,10-12-91,8,wickets
Australia,West Indies,Australia,Melbourne,12-12-91,9,runs
India,West Indies,India,Adelaide,14-12-91,10,runs
Australia,India,Australia,Adelaide,15-12-91,6,wickets
Australia,West Indies,Australia,Sydney,18-12-91,51,runs
Australia,West Indies,no result,Melbourne,09-01-92,30,runs
Pakistan,Sri Lanka,Pakistan,Sargodha,10-01-92,8,wickets
New Zealand,England,England,Auckland,11-01-92,7,wickets
India,West Indies,West Indies,Brisbane,11-01-92,6,wickets
Australia,West Indies,West Indies,Brisbane,12-01-92,12,runs
Pakistan,Sri Lanka,Pakistan,Karachi,13-01-92,29,runs
Australia,India,Australia,Sydney,14-01-92,9,wickets
Pakistan,Sri Lanka,Pakistan,Hyderabad (Sind),15-01-92,59,runs
India,West Indies,India,Melbourne,16-01-92,5,wickets
Pakistan,Sri Lanka,Sri Lanka,Multan,17-01-92,4,wickets
Australia,India,Australia,Melbourne,18-01-92,88,runs
Pakistan,Sri Lanka,Pakistan,Rawalpindi,19-01-92,117,runs
Australia,India,Australia,Sydney,20-01-92,6,runs
New Zealand,England,England,Dunedin,12-02-92,3,wickets
New Zealand,England,England,Christchurch,15-02-92,71,runs
England,India,England,Perth,22-02-92,9,runs
New Zealand,Australia,New Zealand,Auckland,22-02-92,37,runs
Sri Lanka,Zimbabwe,Sri Lanka,New Plymouth,23-02-92,3,wickets
Pakistan,West Indies,West Indies,Melbourne,23-02-92,10,wickets
New Zealand,Sri Lanka,New Zealand,Hamilton,25-02-92,6,wickets
Australia,South Africa,South Africa,Sydney,26-02-92,9,wickets
Pakistan,Zimbabwe,Pakistan,Hobart,27-02-92,53,runs
England,West Indies,England,Melbourne,27-02-92,6,wickets
India,Sri Lanka,no result,Mackay,28-02-92,6,wickets
New Zealand,South Africa,New Zealand,Auckland,29-02-92,7,wickets
West Indies,Zimbabwe,West Indies,Brisbane,29-02-92,75,runs
Australia,India,Australia,Brisbane,01-03-92,1,run
England,Pakistan,no result,Adelaide,01-03-92,1,run
South Africa,Sri Lanka,Sri Lanka,Wellington,02-03-92,3,wickets
New Zealand,Zimbabwe,New Zealand,Napier,03-03-92,48,runs
India,Pakistan,India,Sydney,04-03-92,43,runs
Australia,England,England,Sydney,05-03-92,8,wickets
South Africa,West Indies,South Africa,Christchurch,05-03-92,64,runs
India,Zimbabwe,India,Hamilton,07-03-92,55,runs
Australia,Sri Lanka,Australia,Adelaide,07-03-92,7,wickets
New Zealand,West Indies,New Zealand,Auckland,08-03-92,5,wickets
Pakistan,South Africa,South Africa,Brisbane,08-03-92,20,runs
England,Sri Lanka,England,Ballarat,09-03-92,106,runs
South Africa,Zimbabwe,South Africa,Canberra,10-03-92,7,wickets
India,West Indies,West Indies,Wellington,10-03-92,5,wickets
Australia,Pakistan,Pakistan,Perth,11-03-92,48,runs
New Zealand,India,New Zealand,Dunedin,12-03-92,4,wickets
England,South Africa,England,Melbourne,12-03-92,3,wickets
Sri Lanka,West Indies,West Indies,Berri,13-03-92,91,runs
Australia,Zimbabwe,Australia,Hobart,14-03-92,128,runs
India,South Africa,South Africa,Adelaide,15-03-92,6,wickets
Pakistan,Sri Lanka,Pakistan,Perth,15-03-92,4,wickets
New Zealand,England,New Zealand,Wellington,15-03-92,7,wickets
New Zealand,Pakistan,Pakistan,Christchurch,18-03-92,7,wickets
England,Zimbabwe,Zimbabwe,Albury,18-03-92,9,runs
Australia,West Indies,Australia,Melbourne,18-03-92,57,runs
New Zealand,Pakistan,Pakistan,Auckland,21-03-92,4,wickets
England,South Africa,England,Sydney,22-03-92,19,runs
England,Pakistan,Pakistan,Melbourne,25-03-92,22,runs
West Indies,South Africa,West Indies,Kingston,07-04-92,107,runs
West Indies,South Africa,West Indies,Port of Spain,11-04-92,10,wickets
West Indies,South Africa,West Indies,Port of Spain,12-04-92,7,wickets
England,Pakistan,England,Lord's,20-05-92,79,runs
England,Pakistan,England,The Oval,22-05-92,39,runs
Sri Lanka,Australia,Sri Lanka,Colombo (PSS),15-08-92,4,wickets
England,Pakistan,England,Nottingham,20-08-92,198,runs
England,Pakistan,Pakistan,Lord's,22-08-92,3,runs
England,Pakistan,England,Manchester,24-08-92,6,wickets
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),04-09-92,5,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),05-09-92,5,wickets
Zimbabwe,India,India,Harare,25-10-92,30,runs
Zimbabwe,New Zealand,New Zealand,Bulawayo,31-10-92,22,runs
Zimbabwe,New Zealand,New Zealand,Harare,08-11-92,4,wickets
Sri Lanka,New Zealand,no result,Colombo (RPS),04-12-92,5,wickets
Pakistan,West Indies,Pakistan,Perth,04-12-92,5,wickets
Australia,West Indies,West Indies,Perth,06-12-92,9,wickets
South Africa,India,South Africa,Cape Town,07-12-92,6,wickets
Australia,West Indies,Australia,Sydney,08-12-92,14,runs
South Africa,India,South Africa,Port Elizabeth,09-12-92,6,wickets
Australia,Pakistan,tied,Hobart,10-12-92,5,wickets
South Africa,India,India,Centurion,11-12-92,4,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (PSS),12-12-92,8,wickets
Pakistan,West Indies,West Indies,Adelaide,12-12-92,4,runs
Australia,Pakistan,Australia,Adelaide,13-12-92,8,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),13-12-92,31,runs
South Africa,India,South Africa,Johannesburg,13-12-92,6,wickets
Australia,West Indies,Australia,Melbourne,15-12-92,4,runs
South Africa,India,South Africa,Bloemfontein,15-12-92,8,wickets
South Africa,India,South Africa,Durban,17-12-92,39,runs
Pakistan,West Indies,West Indies,Sydney,17-12-92,133,runs
South Africa,India,India,East London,19-12-92,5,wickets
New Zealand,Pakistan,Pakistan,Wellington,26-12-92,50,runs
New Zealand,Pakistan,New Zealand,Napier,28-12-92,6,wickets
New Zealand,Pakistan,New Zealand,Auckland,30-12-92,6,wickets
Pakistan,West Indies,West Indies,Brisbane,09-01-93,9,wickets
Australia,West Indies,West Indies,Brisbane,10-01-93,7,runs
Australia,Pakistan,Australia,Melbourne,12-01-93,32,runs
Australia,Pakistan,Australia,Sydney,14-01-93,23,runs
Australia,West Indies,West Indies,Sydney,16-01-93,25,runs
Australia,West Indies,West Indies,Melbourne,18-01-93,4,wickets
India,England,England,Jaipur,18-01-93,4,wickets
India,England,India,Chandigarh,21-01-93,5,wickets
Pakistan,Zimbabwe,Pakistan,Sharjah,01-02-93,49,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,02-02-93,8,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Sharjah,03-02-93,30,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,04-02-93,114,runs
South Africa,Pakistan,Pakistan,Durban,09-02-93,10,runs
South Africa,West Indies,South Africa,Port Elizabeth,11-02-93,6,wickets
Pakistan,West Indies,West Indies,Johannesburg,13-02-93,8,wickets
South Africa,Pakistan,Pakistan,East London,15-02-93,9,runs
South Africa,West Indies,South Africa,Cape Town,17-02-93,4,runs
Pakistan,West Indies,West Indies,Durban,19-02-93,124,runs
South Africa,Pakistan,Pakistan,Centurion,21-02-93,22,runs
South Africa,West Indies,West Indies,Bloemfontein,23-02-93,9,wickets
Pakistan,West Indies,West Indies,Cape Town,25-02-93,7,wickets
India,England,England,Bengaluru,26-02-93,48,runs
Pakistan,West Indies,West Indies,Johannesburg,27-02-93,5,wickets
India,England,England,Jamshedpur,01-03-93,6,wickets
Zimbabwe,Pakistan,Pakistan,Harare,02-03-93,7,wickets
India,England,India,Gwalior,04-03-93,3,wickets
India,England,India,Gwalior,05-03-93,4,wickets
Sri Lanka,England,Sri Lanka,Colombo (RPS),10-03-93,32,runs
New Zealand,Australia,Australia,Dunedin,19-03-93,129,runs
India,Zimbabwe,India,Faridabad,19-03-93,67,runs
Sri Lanka,England,Sri Lanka,Moratuwa,20-03-93,8,wickets
India,Zimbabwe,India,Guwahati,22-03-93,7,wickets
