Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
India,Pakistan,Pakistan,Sharjah,1987-04-10,8,wickets
England,Pakistan,England,The Oval,1987-05-21,7,wickets
England,Pakistan,Pakistan,Nottingham,1987-05-23,6,wickets
England,Pakistan,England,Birmingham,1987-05-25,1,wicket
Pakistan,Sri Lanka,Pakistan,Hyderabad (Sind),1987-10-08,15,runs
India,Australia,Australia,Chennai,1987-10-09,1,run
England,West Indies,England,Gujranwala,1987-10-09,2,wickets
New Zealand,Zimbabwe,New Zealand,Hyderabad (Deccan),1987-10-10,3,runs
Pakistan,England,Pakistan,Rawalpindi,,18,runs
Australia,Zimbabwe,Australia,Chennai,1987-10-13,96,runs
Sri Lanka,West Indies,West Indies,Karachi,1987-10-13,191,runs
India,New Zealand,India,Bengaluru,1987-10-14,16,runs
Pakistan,West Indies,Pakistan,Lahore,1987-10-16,1,wicket
India,Zimbabwe,India,Mumbai,1987-10-17,8,wickets
England,Sri Lanka,England,Peshawar,1987-10-17,108,runs
Australia,New Zealand,Australia,Indore,,3,runs
Pakistan,England,Pakistan,Karachi,1987-10-20,7,wickets
Sri Lanka,West Indies,West Indies,Kanpur,1987-10-21,25,runs
India,Australia,India,Delhi,1987-10-22,56,runs
New Zealand,Zimbabwe,New Zealand,Kolkata,1987-10-23,4,wickets
Pakistan,Sri Lanka,Pakistan,Faisalabad,1987-10-25,113,runs
England,West Indies,England,Jaipur,1987-10-26,34,runs
India,Zimbabwe,India,Ahmedabad,1987-10-26,7,wickets
Australia,New Zealand,Australia,Chandigarh,1987-10-27,17,runs
Australia,Zimbabwe,Australia,Cuttack,1987-10-30,70,runs
England,Sri Lanka,England,Pune,1987-10-30,8,wickets
Pakistan,West Indies,West Indies,Karachi,1987-10-30,28,runs
India,New Zealand,India,Nagpur,1987-10-31,9,wickets
Pakistan,Australia,Australia,Lahore,1987-11-04,18,runs
India,England,England,Mumbai,1987-11-05,35,runs
Australia,England,Australia,Kolkata,1987-11-08,7,runs
Pakistan,England,England,Lahore,1987-11-18,2,wickets
Pakistan,England,England,Karachi,1987-11-20,23,runs
Pakistan,England,England,Peshawar,1987-11-22,98,runs
India,West Indies,West Indies,Nagpur,1987-12-08,10,runs
India,West Indies,West Indies,Guwahati,1987-12-23,52,runs
Australia,Sri Lanka,Australia,Perth,1988-01-02,81,runs
India,West Indies,India,Kolkata,1988-01-02,56,runs
Australia,New Zealand,New Zealand,Perth,1988-01-03,1,run
New Zealand,Sri Lanka,New Zealand,Sydney,1988-01-05,6,wickets
India,West Indies,West Indies,Rajkot,1988-01-05,6,wickets
Australia,New Zealand,Australia,Melbourne,1988-01-07,6,runs
India,West Indies,West Indies,Ahmedabad,1988-01-07,2,runs
New Zealand,Sri Lanka,New Zealand,Adelaide,1988-01-09,4,wickets
Australia,Sri Lanka,Australia,Adelaide,1988-01-10,81,runs
New Zealand,Sri Lanka,Sri Lanka,Hobart,1988-01-12,4,wickets
Australia,Sri Lanka,Australia,Melbourne,1988-01-14,38,runs
New Zealand,Sri Lanka,New Zealand,Brisbane,1988-01-16,4,wickets
Australia,New Zealand,Australia,Brisbane,1988-01-17,5,wickets
Australia,Sri Lanka,Australia,Sydney,1988-01-19,3,wickets
India,West Indies,West Indies,Faridabad,1988-01-19,4,wickets
Australia,New Zealand,Australia,Sydney,1988-01-20,78,runs
Australia,New Zealand,Australia,Melbourne,1988-01-22,8,wickets
India,West Indies,West Indies,Gwalior,1988-01-22,73,runs
Australia,New Zealand,Australia,Sydney,1988-01-24,6,wickets
India,West Indies,West Indies,Thiruvananthapuram,1988-01-25,9,wickets
Australia,England,Australia,Melbourne,1988-02-04,22,runs
New Zealand,England,England,Dunedin,1988-03-09,5,wickets
New Zealand,England,England,Christchurch,1988-03-12,6,wickets
West Indies,Pakistan,West Indies,Kingston,1988-03-12,47,runs
West Indies,Pakistan,West Indies,St John's,1988-03-15,5,wickets
New Zealand,England,New Zealand,Napier,1988-03-16,7,wickets
West Indies,Pakistan,West Indies,Port of Spain,1988-03-18,50,runs
New Zealand,England,New Zealand,Auckland,1988-03-19,4,wickets
West Indies,Pakistan,West Indies,Port of Spain,1988-03-20,7,wickets
India,Sri Lanka,India,Sharjah,1988-03-25,18,runs
India,New Zealand,India,Sharjah,1988-03-27,73,runs
New Zealand,Sri Lanka,New Zealand,Sharjah,1988-03-29,99,runs
West Indies,Pakistan,West Indies,Georgetown,1988-03-30,7,wickets
New Zealand,Sri Lanka,New Zealand,Sharjah,1988-03-31,43,runs
India,New Zealand,India,Sharjah,1988-04-01,52,runs
England,West Indies,England,Birmingham,1988-05-19,6,wickets
England,West Indies,England,Leeds,1988-05-21,47,runs
England,West Indies,England,Lord's,,7,wickets
England,Sri Lanka,England,The Oval,1988-09-04,5,wickets
Pakistan,Australia,Pakistan,Lahore,1988-10-14,,
India,West Indies,India,Sharjah,1988-10-16,23,runs
Pakistan,West Indies,Pakistan,Sharjah,1988-10-18,84,runs
India,Pakistan,Pakistan,Sharjah,1988-10-19,34,runs
India,West Indies,West Indies,Sharjah,1988-10-21,8,wickets
Pakistan,West Indies,West Indies,Sharjah,1988-10-22,11,runs
Pakistan,Sri Lanka,Sri Lanka,Dhaka,1988-10-27,5,wickets
Bangladesh,India,India,Chittagong,1988-10-27,9,wickets
India,Sri Lanka,Sri Lanka,Dhaka,1988-10-29,17,runs
Bangladesh,Pakistan,Pakistan,Chittagong,1988-10-29,173,runs
India,Pakistan,India,Dhaka,1988-10-31,4,wickets
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,1988-11-02,9,wickets
India,Sri Lanka,India,Dhaka,1988-11-04,6,wickets
Pakistan,West Indies,West Indies,Adelaide,1988-12-10,89,runs
India,New Zealand,India,Visakhapatnam,1988-12-10,4,wickets
Australia,Pakistan,Australia,Adelaide,1988-12-11,9,wickets
India,New Zealand,India,Cuttack,1988-12-12,5,wickets
Australia,West Indies,West Indies,Sydney,1988-12-13,1,run
Australia,West Indies,West Indies,Melbourne,1988-12-15,34,runs
India,New Zealand,India,Indore,1988-12-15,53,runs
Pakistan,West Indies,West Indies,Hobart,1988-12-17,17,runs
India,New Zealand,India,Vadodara,1988-12-17,2,wickets
Pakistan,West Indies,West Indies,Perth,1989-01-01,7,wickets
Australia,Pakistan,Pakistan,Perth,1989-01-02,38,runs
Australia,West Indies,Australia,Melbourne,1989-01-05,8,runs
Pakistan,West Indies,Pakistan,Brisbane,1989-01-07,55,runs
Australia,Pakistan,Australia,Brisbane,1989-01-08,5,wickets
Australia,Pakistan,Australia,Melbourne,1989-01-10,6,runs
Australia,West Indies,Australia,Sydney,1989-01-12,61,runs
Australia,West Indies,Australia,Melbourne,1989-01-14,2,runs
Australia,West Indies,West Indies,Sydney,1989-01-16,92,runs
Australia,West Indies,West Indies,Sydney,1989-01-18,8,wickets
New Zealand,Pakistan,New Zealand,Dunedin,1989-02-06,8,wickets
New Zealand,Pakistan,New Zealand,Christchurch,1989-03-04,7,wickets
West Indies,India,West Indies,Bridgetown,1989-03-07,50,runs
New Zealand,Pakistan,New Zealand,Wellington,1989-03-08,6,wickets
West Indies,India,West Indies,Port of Spain,1989-03-09,6,wickets
New Zealand,Pakistan,Pakistan,Auckland,1989-03-11,7,wickets
West Indies,India,West Indies,Port of Spain,1989-03-11,6,wickets
New Zealand,Pakistan,New Zealand,Hamilton,1989-03-14,7,wickets
West Indies,India,West Indies,St John's,1989-03-18,8,wickets
West Indies,India,West Indies,Georgetown,1989-03-21,101,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,1989-03-23,30,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,1989-03-24,7,wickets
England,Australia,England,Manchester,1989-05-25,95,runs
England,Australia,tied,Nottingham,1989-05-27,,
England,Australia,Australia,Lord's,1989-05-29,6,wickets
India,West Indies,West Indies,Sharjah,1989-10-13,5,wickets
Pakistan,West Indies,Pakistan,Sharjah,1989-10-14,11,runs
England,Sri Lanka,England,Delhi,1989-10-15,5,wickets
India,Pakistan,Pakistan,Sharjah,1989-10-15,6,wickets
India,West Indies,India,Sharjah,1989-10-16,37,runs
Pakistan,West Indies,Pakistan,Sharjah,1989-10-17,57,runs
Australia,England,England,Hyderabad (Deccan),1989-10-19,7,wickets
Sri Lanka,West Indies,Sri Lanka,Rajkot,1989-10-19,4,wickets
India,Pakistan,Pakistan,Sharjah,1989-10-20,38,runs
Australia,West Indies,Australia,Chennai,1989-10-21,99,runs
England,Pakistan,England,Cuttack,1989-10-22,4,wickets
India,Sri Lanka,India,Ahmedabad,1989-10-22,6,runs
Australia,Pakistan,Pakistan,Mumbai (BS),1989-10-23,66,runs
India,West Indies,West Indies,Delhi,1989-10-23,20,runs
India,England,India,Kanpur,1989-10-25,6,wickets
Pakistan,West Indies,West Indies,Jalandhar,1989-10-25,6,wickets
Australia,Sri Lanka,Australia,Margao,1989-10-25,28,runs
England,West Indies,West Indies,Gwalior,1989-10-27,26,runs
India,Australia,India,Bengaluru,1989-10-27,3,wickets
Pakistan,Sri Lanka,Pakistan,Lucknow,1989-10-27,6,runs
India,Pakistan,Pakistan,Kolkata,1989-10-28,77,runs
England,Pakistan,Pakistan,Nagpur,1989-10-30,6,wickets
India,West Indies,West Indies,Mumbai,1989-10-30,8,wickets
Pakistan,West Indies,Pakistan,Kolkata,1989-11-01,4,wickets
Pakistan,India,Pakistan,Gujranwala,1989-12-18,7,runs
Pakistan,India,no result,Karachi,1989-12-20,,
Pakistan,India,Pakistan,Lahore,1989-12-22,38,runs
Australia,Sri Lanka,Australia,Melbourne,1989-12-26,30,runs
Australia,Sri Lanka,Australia,Perth,1989-12-30,9,wickets
Pakistan,Sri Lanka,Sri Lanka,Perth,1989-12-31,3,wickets
Australia,Pakistan,Australia,Melbourne,1990-01-03,7,wickets
Australia,Sri Lanka,Australia,Melbourne,1990-01-04,73,runs
Pakistan,Sri Lanka,Pakistan,Brisbane,1990-02-10,5,wickets
Australia,Pakistan,Australia,Brisbane,1990-02-11,67,runs
Australia,Pakistan,Pakistan,Sydney,1990-02-13,5,wickets
West Indies,England,no result,Port of Spain,1990-02-14,,
Pakistan,Sri Lanka,Pakistan,Hobart,1990-02-15,6,wickets
Pakistan,Sri Lanka,Pakistan,Adelaide,1990-02-17,27,runs
West Indies,England,no result,Port of Spain,1990-02-17,,
Australia,Sri Lanka,Australia,Adelaide,1990-02-18,7,wickets
Australia,Pakistan,Pakistan,Sydney,1990-02-20,2,runs
Australia,Pakistan,Australia,Melbourne,1990-02-23,7,wickets
Australia,Pakistan,Australia,Sydney,1990-02-25,69,runs
New Zealand,India,New Zealand,Dunedin,1990-03-01,108,runs
Australia,India,Australia,Christchurch,1990-03-03,18,runs
West Indies,England,West Indies,Kingston,1990-03-03,3,wickets
New Zealand,Australia,Australia,Christchurch,1990-03-04,150,runs
New Zealand,India,India,Wellington,1990-03-06,1,run
West Indies,England,West Indies,Georgetown,1990-03-07,6,wickets
Australia,India,Australia,Hamilton,1990-03-08,7,wickets
New Zealand,Australia,Australia,Auckland,1990-03-10,10,runs
New Zealand,Australia,Australia,Auckland,1990-03-11,8,wickets
West Indies,England,West Indies,Georgetown,1990-03-15,7,wickets
West Indies,England,West Indies,Bridgetown,1990-04-03,4,wickets
India,Sri Lanka,Sri Lanka,Sharjah,1990-04-25,3,wickets
Australia,New Zealand,Australia,Sharjah,1990-04-26,63,runs
India,Pakistan,Pakistan,Sharjah,1990-04-27,26,runs
Bangladesh,New Zealand,New Zealand,Sharjah,1990-04-28,161,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,1990-04-29,90,runs
Australia,Bangladesh,Australia,Sharjah,1990-04-30,7,wickets
New Zealand,Pakistan,Pakistan,Sharjah,1990-05-01,8,wickets
Australia,Sri Lanka,Australia,Sharjah,1990-05-02,114,runs
Australia,Pakistan,Pakistan,Sharjah,1990-05-04,36,runs
England,New Zealand,New Zealand,Leeds,1990-05-23,4,wickets
England,New Zealand,England,The Oval,1990-05-25,6,wickets
England,India,India,Leeds,1990-07-18,6,wickets
England,India,India,Nottingham,1990-07-20,5,wickets
Pakistan,New Zealand,Pakistan,Lahore,1990-11-02,19,runs
Pakistan,New Zealand,Pakistan,Peshawar,1990-11-04,8,wickets
Pakistan,New Zealand,Pakistan,Sialkot,1990-11-06,105,runs
Pakistan,West Indies,Pakistan,Karachi,1990-11-09,6,runs
Pakistan,West Indies,Pakistan,Lahore,1990-11-11,5,wickets
Pakistan,West Indies,Pakistan,Multan,1990-11-13,31,runs
Australia,New Zealand,Australia,Sydney,1990-11-29,61,runs
England,New Zealand,New Zealand,Adelaide,1990-12-01,7,runs
India,Sri Lanka,India,Nagpur,1990-12-01,19,runs
Australia,New Zealand,Australia,Adelaide,1990-12-02,6,wickets
India,Sri Lanka,India,Pune,1990-12-05,6,wickets
England,New Zealand,England,Perth,1990-12-07,4,wickets
India,Sri Lanka,Sri Lanka,Margao,1990-12-08,7,wickets
Australia,England,Australia,Perth,1990-12-09,6,wickets
Australia,New Zealand,Australia,Melbourne,1990-12-11,39,runs
England,New Zealand,England,Sydney,1990-12-13,33,runs
England,New Zealand,New Zealand,Brisbane,1990-12-15,8,wickets
Australia,England,Australia,Brisbane,1990-12-16,37,runs
Australia,New Zealand,New Zealand,Hobart,1990-12-18,1,run
Pakistan,Sri Lanka,Sri Lanka,Sharjah,1990-12-20,6,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,1990-12-21,50,runs
India,Bangladesh,India,Chandigarh,1990-12-25,9,wickets
India,Sri Lanka,Sri Lanka,Cuttack,1990-12-28,36,runs
Bangladesh,Sri Lanka,Sri Lanka,Kolkata,1990-12-31,71,runs
Australia,England,Australia,Sydney,1991-01-01,68,runs
India,Sri Lanka,India,Kolkata,1991-01-04,7,wickets
Australia,England,Australia,Melbourne,1991-01-10,3,runs
Australia,New Zealand,Australia,Sydney,1991-01-13,6,wickets
Australia,New Zealand,Australia,Melbourne,1991-01-15,7,wickets
New Zealand,Sri Lanka,New Zealand,Napier,1991-01-26,5,wickets
New Zealand,Sri Lanka,New Zealand,Auckland,1991-01-28,41,runs
New Zealand,Sri Lanka,New Zealand,Dunedin,1991-02-06,107,runs
New Zealand,England,England,Christchurch,1991-02-09,14,runs
New Zealand,England,New Zealand,Wellington,1991-02-13,9,runs
New Zealand,England,New Zealand,Auckland,1991-02-16,7,runs
West Indies,Australia,Australia,Kingston,1991-02-26,35,runs
West Indies,Australia,Australia,Port of Spain,1991-03-09,45,runs
West Indies,Australia,West Indies,Port of Spain,1991-03-10,7,wickets
West Indies,Australia,Australia,Bridgetown,1991-03-13,37,runs
West Indies,Australia,Australia,Georgetown,1991-03-20,6,wickets
England,West Indies,England,Birmingham,,1,wicket
England,West Indies,England,Manchester,1991-05-25,9,runs
England,West Indies,England,Lord's,1991-05-27,7,wickets
Pakistan,West Indies,West Indies,Sharjah,1991-10-17,1,wicket
India,Pakistan,India,Sharjah,1991-10-18,60,runs
India,West Indies,India,Sharjah,1991-10-19,19,runs
Pakistan,West Indies,Pakistan,Sharjah,1991-10-21,1,run
India,West Indies,India,Sharjah,1991-10-22,7,wickets
India,Pakistan,Pakistan,Sharjah,1991-10-23,4,runs
India,Pakistan,Pakistan,Sharjah,1991-10-25,72,runs
India,South Africa,India,Kolkata,1991-11-10,3,wickets
India,South Africa,India,Gwalior,1991-11-12,38,runs
India,South Africa,South Africa,New Delhi,1991-11-14,8,wickets
Pakistan,West Indies,West Indies,Karachi,1991-11-20,24,runs
Pakistan,West Indies,tied,Lahore,1991-11-22,,
Pakistan,West Indies,West Indies,Faisalabad,1991-11-24,17,runs
India,West Indies,tied,Perth,1991-12-06,,
Australia,India,India,Perth,1991-12-08,107,runs
Australia,India,Australia,Hobart,1991-12-10,8,wickets
Australia,West Indies,Australia,Melbourne,1991-12-12,9,runs
India,West Indies,India,Adelaide,1991-12-14,10,runs
Australia,India,Australia,Adelaide,1991-12-15,6,wickets
Australia,West Indies,Australia,Sydney,1991-12-18,51,runs
Australia,West Indies,no result,Melbourne,1992-01-09,,
Pakistan,Sri Lanka,Pakistan,Sargodha,1992-01-10,8,wickets
New Zealand,England,England,Auckland,1992-01-11,7,wickets
India,West Indies,West Indies,Brisbane,1992-01-11,6,wickets
Australia,West Indies,West Indies,Brisbane,1992-01-12,12,runs
Pakistan,Sri Lanka,Pakistan,Karachi,1992-01-13,29,runs
Australia,India,Australia,Sydney,1992-01-14,9,wickets
Pakistan,Sri Lanka,Pakistan,Hyderabad (Sind),1992-01-15,59,runs
India,West Indies,India,Melbourne,1992-01-16,5,wickets
Pakistan,Sri Lanka,Sri Lanka,Multan,1992-01-17,4,wickets
Australia,India,Australia,Melbourne,1992-01-18,88,runs
Pakistan,Sri Lanka,Pakistan,Rawalpindi,1992-01-19,117,runs
Australia,India,Australia,Sydney,1992-01-20,6,runs
New Zealand,England,England,Dunedin,1992-02-12,3,wickets
New Zealand,England,England,Christchurch,1992-02-15,71,runs
New Zealand,Australia,New Zealand,Auckland,1992-02-22,37,runs
England,India,England,Perth,1992-02-22,9,runs
Sri Lanka,Zimbabwe,Sri Lanka,New Plymouth,1992-02-23,3,wickets
Pakistan,West Indies,West Indies,Melbourne,1992-02-23,10,wickets
New Zealand,Sri Lanka,New Zealand,Hamilton,1992-02-25,6,wickets
Australia,South Africa,South Africa,Sydney,1992-02-26,9,wickets
Pakistan,Zimbabwe,Pakistan,Hobart,1992-02-27,53,runs
England,West Indies,England,Melbourne,1992-02-27,6,wickets
India,Sri Lanka,no result,Mackay,1992-02-28,,
New Zealand,South Africa,New Zealand,Auckland,1992-02-29,7,wickets
West Indies,Zimbabwe,West Indies,Brisbane,1992-02-29,75,runs
Australia,India,Australia,Brisbane,1992-03-01,1,run
England,Pakistan,no result,Adelaide,1992-03-01,,
South Africa,Sri Lanka,Sri Lanka,Wellington,1992-03-02,3,wickets
New Zealand,Zimbabwe,New Zealand,Napier,1992-03-03,48,runs
India,Pakistan,India,Sydney,1992-03-04,43,runs
South Africa,West Indies,South Africa,Christchurch,1992-03-05,64,runs
Australia,England,England,Sydney,1992-03-05,8,wickets
India,Zimbabwe,India,Hamilton,1992-03-07,55,runs
Australia,Sri Lanka,Australia,Adelaide,1992-03-07,7,wickets
New Zealand,West Indies,New Zealand,Auckland,1992-03-08,5,wickets
Pakistan,South Africa,South Africa,Brisbane,1992-03-08,20,runs
England,Sri Lanka,England,Ballarat,1992-03-09,106,runs
India,West Indies,West Indies,Wellington,1992-03-10,5,wickets
South Africa,Zimbabwe,South Africa,Canberra,1992-03-10,7,wickets
Australia,Pakistan,Pakistan,Perth,1992-03-11,48,runs
New Zealand,India,New Zealand,Dunedin,1992-03-12,4,wickets
England,South Africa,England,Melbourne,1992-03-12,3,wickets
Sri Lanka,West Indies,West Indies,Berri,1992-03-13,91,runs
Australia,Zimbabwe,Australia,Hobart,1992-03-14,128,runs
New Zealand,England,New Zealand,Wellington,1992-03-15,7,wickets
India,South Africa,South Africa,Adelaide,1992-03-15,6,wickets
Pakistan,Sri Lanka,Pakistan,Perth,1992-03-15,4,wickets
New Zealand,Pakistan,Pakistan,Christchurch,1992-03-18,7,wickets
England,Zimbabwe,Zimbabwe,Albury,1992-03-18,9,runs
Australia,West Indies,Australia,Melbourne,1992-03-18,57,runs
New Zealand,Pakistan,Pakistan,Auckland,1992-03-21,4,wickets
England,South Africa,England,Sydney,1992-03-22,19,runs
England,Pakistan,Pakistan,Melbourne,1992-03-25,22,runs
West Indies,South Africa,West Indies,Kingston,1992-04-07,107,runs
West Indies,South Africa,West Indies,Port of Spain,1992-04-11,10,wickets
West Indies,South Africa,West Indies,Port of Spain,1992-04-12,7,wickets
England,Pakistan,England,Lord's,1992-05-20,79,runs
England,Pakistan,England,The Oval,1992-05-22,39,runs
Sri Lanka,Australia,Sri Lanka,Colombo (PSS),1992-08-15,4,wickets
England,Pakistan,England,Nottingham,1992-08-20,198,runs
England,Pakistan,Pakistan,Lord's,1992-08-22,3,runs
England,Pakistan,England,Manchester,1992-08-24,6,wickets
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),1992-09-04,5,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),1992-09-05,5,wickets
Zimbabwe,India,India,Harare,1992-10-25,30,runs
Zimbabwe,New Zealand,New Zealand,Bulawayo,1992-10-31,22,runs
Zimbabwe,New Zealand,New Zealand,Harare,1992-11-08,4,wickets
Pakistan,West Indies,Pakistan,Perth,1992-12-04,5,wickets
Sri Lanka,New Zealand,no result,Colombo (RPS),1992-12-04,,
Australia,West Indies,West Indies,Perth,1992-12-06,9,wickets
South Africa,India,South Africa,Cape Town,1992-12-07,6,wickets
Australia,West Indies,Australia,Sydney,1992-12-08,14,runs
South Africa,India,South Africa,Port Elizabeth,1992-12-09,6,wickets
Australia,Pakistan,tied,Hobart,1992-12-10,,
South Africa,India,India,Centurion,1992-12-11,4,wickets
Pakistan,West Indies,West Indies,Adelaide,1992-12-12,4,runs
Sri Lanka,New Zealand,Sri Lanka,Colombo (PSS),1992-12-12,8,wickets
Australia,Pakistan,Australia,Adelaide,1992-12-13,8,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),1992-12-13,31,runs
South Africa,India,South Africa,Johannesburg,1992-12-13,6,wickets
Australia,West Indies,Australia,Melbourne,1992-12-15,4,runs
South Africa,India,South Africa,Bloemfontein,1992-12-15,8,wickets
Pakistan,West Indies,West Indies,Sydney,1992-12-17,133,runs
