,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
403,Pakistan,Sri Lanka,Pakistan,Sharjah,1986-12-02,4.0,wickets
404,Sri Lanka,West Indies,West Indies,Sharjah,1986-12-03,193.0,runs
405,India,Pakistan,Pakistan,Sharjah,1986-12-05,3.0,wickets
406,India,Sri Lanka,Sri Lanka,Kanpur,1986-12-24,117.0,runs
407,Pakistan,West Indies,Pakistan,Perth,1986-12-30,34.0,runs
408,Australia,England,England,Perth,1987-01-01,37.0,runs
409,Australia,Pakistan,Pakistan,Perth,1987-01-02,1.0,wicket
410,England,West Indies,England,Perth,1987-01-03,19.0,runs
411,Australia,West Indies,West Indies,Perth,1987-01-04,164.0,runs
412,England,Pakistan,England,Perth,1987-01-05,3.0,wickets
413,England,Pakistan,England,Perth,1987-01-07,5.0,wickets
414,India,Sri Lanka,India,Guwahati,1987-01-11,8.0,wickets
415,India,Sri Lanka,India,Delhi,1987-01-13,6.0,wickets
416,India,Sri Lanka,India,Vadodara,1987-01-15,94.0,runs
417,England,West Indies,England,Brisbane,1987-01-17,6.0,wickets
418,India,Sri Lanka,India,Mumbai,1987-01-17,10.0,runs
419,Australia,England,Australia,Brisbane,1987-01-18,11.0,runs
420,Australia,West Indies,West Indies,Melbourne,1987-01-20,7.0,wickets
421,Australia,England,England,Sydney,1987-01-22,3.0,wickets
422,England,West Indies,England,Adelaide,1987-01-24,89.0,runs
423,Australia,West Indies,West Indies,Adelaide,1987-01-25,16.0,runs
424,Australia,England,Australia,Adelaide,1987-01-26,33.0,runs
425,India,Pakistan,Pakistan,Indore,1987-01-27,3.0,wickets
426,Australia,West Indies,Australia,Sydney,1987-01-28,36.0,runs
427,England,West Indies,West Indies,Melbourne,1987-01-30,6.0,wickets
428,Australia,England,Australia,Melbourne,1987-02-01,109.0,runs
429,England,West Indies,England,Devonport,1987-02-03,29.0,runs
430,Australia,West Indies,Australia,Sydney,1987-02-06,2.0,wickets
431,Australia,England,England,Melbourne,1987-02-08,6.0,wickets
432,Australia,England,England,Sydney,1987-02-11,8.0,runs
433,India,Pakistan,Pakistan,Kolkata,1987-02-18,2.0,wickets
434,New Zealand,West Indies,West Indies,Dunedin,1987-03-18,95.0,runs
435,India,Pakistan,India,Hyderabad (Deccan),1987-03-20,50.0,runs
436,New Zealand,West Indies,West Indies,Auckland,1987-03-21,6.0,wickets
437,India,Pakistan,Pakistan,Pune,1987-03-22,6.0,wickets
438,India,Pakistan,Pakistan,Nagpur,1987-03-24,41.0,runs
439,India,Pakistan,Pakistan,Jamshedpur,1987-03-26,5.0,wickets
440,New Zealand,West Indies,West Indies,Christchurch,1987-03-28,10.0,wickets
441,England,India,India,Sharjah,1987-04-02,3.0,wickets
442,Australia,Pakistan,Pakistan,Sharjah,1987-04-03,6.0,wickets
443,Australia,India,India,Sharjah,1987-04-05,7.0,wickets
444,England,Pakistan,England,Sharjah,1987-04-07,5.0,wickets
445,Australia,England,England,Sharjah,1987-04-09,11.0,runs
446,India,Pakistan,Pakistan,Sharjah,1987-04-10,8.0,wickets
447,England,Pakistan,England,The Oval,1987-05-21,7.0,wickets
448,England,Pakistan,Pakistan,Nottingham,1987-05-23,6.0,wickets
449,England,Pakistan,England,Birmingham,1987-05-25,1.0,wicket
450,Pakistan,Sri Lanka,Pakistan,Hyderabad (Sind),1987-10-08,15.0,runs
452,England,West Indies,England,Gujranwala,1987-10-09,2.0,wickets
451,India,Australia,Australia,Chennai,1987-10-09,1.0,run
453,New Zealand,Zimbabwe,New Zealand,Hyderabad (Deccan),1987-10-10,3.0,runs
456,Sri Lanka,West Indies,West Indies,Karachi,1987-10-13,191.0,runs
455,Australia,Zimbabwe,Australia,Chennai,1987-10-13,96.0,runs
457,India,New Zealand,India,Bengaluru,1987-10-14,16.0,runs
458,Pakistan,West Indies,Pakistan,Lahore,1987-10-16,1.0,wicket
459,India,Zimbabwe,India,Mumbai,1987-10-17,8.0,wickets
460,England,Sri Lanka,England,Peshawar,1987-10-17,108.0,runs
462,Pakistan,England,Pakistan,Karachi,1987-10-20,7.0,wickets
463,Sri Lanka,West Indies,West Indies,Kanpur,1987-10-21,25.0,runs
464,India,Australia,India,Delhi,1987-10-22,56.0,runs
465,New Zealand,Zimbabwe,New Zealand,Kolkata,1987-10-23,4.0,wickets
466,Pakistan,Sri Lanka,Pakistan,Faisalabad,1987-10-25,113.0,runs
467,England,West Indies,England,Jaipur,1987-10-26,34.0,runs
468,India,Zimbabwe,India,Ahmedabad,1987-10-26,7.0,wickets
469,Australia,New Zealand,Australia,Chandigarh,1987-10-27,17.0,runs
471,England,Sri Lanka,England,Pune,1987-10-30,8.0,wickets
470,Australia,Zimbabwe,Australia,Cuttack,1987-10-30,70.0,runs
472,Pakistan,West Indies,West Indies,Karachi,1987-10-30,28.0,runs
473,India,New Zealand,India,Nagpur,1987-10-31,9.0,wickets
474,Pakistan,Australia,Australia,Lahore,1987-11-04,18.0,runs
475,India,England,England,Mumbai,1987-11-05,35.0,runs
476,Australia,England,Australia,Kolkata,1987-11-08,7.0,runs
477,Pakistan,England,England,Lahore,1987-11-18,2.0,wickets
478,Pakistan,England,England,Karachi,1987-11-20,23.0,runs
479,Pakistan,England,England,Peshawar,1987-11-22,98.0,runs
480,India,West Indies,West Indies,Nagpur,1987-12-08,10.0,runs
481,India,West Indies,West Indies,Guwahati,1987-12-23,52.0,runs
482,Australia,Sri Lanka,Australia,Perth,1988-01-02,81.0,runs
483,India,West Indies,India,Kolkata,1988-01-02,56.0,runs
484,Australia,New Zealand,New Zealand,Perth,1988-01-03,1.0,run
485,New Zealand,Sri Lanka,New Zealand,Sydney,1988-01-05,6.0,wickets
486,India,West Indies,West Indies,Rajkot,1988-01-05,6.0,wickets
488,India,West Indies,West Indies,Ahmedabad,1988-01-07,2.0,runs
487,Australia,New Zealand,Australia,Melbourne,1988-01-07,6.0,runs
489,New Zealand,Sri Lanka,New Zealand,Adelaide,1988-01-09,4.0,wickets
490,Australia,Sri Lanka,Australia,Adelaide,1988-01-10,81.0,runs
491,New Zealand,Sri Lanka,Sri Lanka,Hobart,1988-01-12,4.0,wickets
492,Australia,Sri Lanka,Australia,Melbourne,1988-01-14,38.0,runs
493,New Zealand,Sri Lanka,New Zealand,Brisbane,1988-01-16,4.0,wickets
494,Australia,New Zealand,Australia,Brisbane,1988-01-17,5.0,wickets
495,Australia,Sri Lanka,Australia,Sydney,1988-01-19,3.0,wickets
496,India,West Indies,West Indies,Faridabad,1988-01-19,4.0,wickets
497,Australia,New Zealand,Australia,Sydney,1988-01-20,78.0,runs
498,Australia,New Zealand,Australia,Melbourne,1988-01-22,8.0,wickets
499,India,West Indies,West Indies,Gwalior,1988-01-22,73.0,runs
500,Australia,New Zealand,Australia,Sydney,1988-01-24,6.0,wickets
501,India,West Indies,West Indies,Thiruvananthapuram,1988-01-25,9.0,wickets
502,Australia,England,Australia,Melbourne,1988-02-04,22.0,runs
503,New Zealand,England,England,Dunedin,1988-03-09,5.0,wickets
505,West Indies,Pakistan,West Indies,Kingston,1988-03-12,47.0,runs
504,New Zealand,England,England,Christchurch,1988-03-12,6.0,wickets
506,West Indies,Pakistan,West Indies,St John's,1988-03-15,5.0,wickets
507,New Zealand,England,New Zealand,Napier,1988-03-16,7.0,wickets
508,West Indies,Pakistan,West Indies,Port of Spain,1988-03-18,50.0,runs
509,New Zealand,England,New Zealand,Auckland,1988-03-19,4.0,wickets
510,West Indies,Pakistan,West Indies,Port of Spain,1988-03-20,7.0,wickets
511,India,Sri Lanka,India,Sharjah,1988-03-25,18.0,runs
512,India,New Zealand,India,Sharjah,1988-03-27,73.0,runs
513,New Zealand,Sri Lanka,New Zealand,Sharjah,1988-03-29,99.0,runs
514,West Indies,Pakistan,West Indies,Georgetown,1988-03-30,7.0,wickets
515,New Zealand,Sri Lanka,New Zealand,Sharjah,1988-03-31,43.0,runs
516,India,New Zealand,India,Sharjah,1988-04-01,52.0,runs
517,England,West Indies,England,Birmingham,1988-05-19,6.0,wickets
518,England,West Indies,England,Leeds,1988-05-21,47.0,runs
520,England,Sri Lanka,England,The Oval,1988-09-04,5.0,wickets
521,Pakistan,Australia,Pakistan,Lahore,1988-10-14,14.0,wickets
522,India,West Indies,India,Sharjah,1988-10-16,23.0,runs
523,Pakistan,West Indies,Pakistan,Sharjah,1988-10-18,84.0,runs
524,India,Pakistan,Pakistan,Sharjah,1988-10-19,34.0,runs
525,India,West Indies,West Indies,Sharjah,1988-10-21,8.0,wickets
526,Pakistan,West Indies,West Indies,Sharjah,1988-10-22,11.0,runs
527,Pakistan,Sri Lanka,Sri Lanka,Dhaka,1988-10-27,5.0,wickets
528,Bangladesh,India,India,Chittagong,1988-10-27,9.0,wickets
529,India,Sri Lanka,Sri Lanka,Dhaka,1988-10-29,17.0,runs
530,Bangladesh,Pakistan,Pakistan,Chittagong,1988-10-29,173.0,runs
531,India,Pakistan,India,Dhaka,1988-10-31,4.0,wickets
532,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,1988-11-02,9.0,wickets
533,India,Sri Lanka,India,Dhaka,1988-11-04,6.0,wickets
535,India,New Zealand,India,Visakhapatnam,1988-12-10,4.0,wickets
534,Pakistan,West Indies,West Indies,Adelaide,1988-12-10,89.0,runs
536,Australia,Pakistan,Australia,Adelaide,1988-12-11,9.0,wickets
537,India,New Zealand,India,Cuttack,1988-12-12,5.0,wickets
538,Australia,West Indies,West Indies,Sydney,1988-12-13,1.0,run
539,Australia,West Indies,West Indies,Melbourne,1988-12-15,34.0,runs
540,India,New Zealand,India,Indore,1988-12-15,53.0,runs
541,Pakistan,West Indies,West Indies,Hobart,1988-12-17,17.0,runs
542,India,New Zealand,India,Vadodara,1988-12-17,2.0,wickets
543,Pakistan,West Indies,West Indies,Perth,1989-01-01,7.0,wickets
544,Australia,Pakistan,Pakistan,Perth,1989-01-02,38.0,runs
545,Australia,West Indies,Australia,Melbourne,1989-01-05,8.0,runs
546,Pakistan,West Indies,Pakistan,Brisbane,1989-01-07,55.0,runs
547,Australia,Pakistan,Australia,Brisbane,1989-01-08,5.0,wickets
548,Australia,Pakistan,Australia,Melbourne,1989-01-10,6.0,runs
549,Australia,West Indies,Australia,Sydney,1989-01-12,61.0,runs
550,Australia,West Indies,Australia,Melbourne,1989-01-14,2.0,runs
551,Australia,West Indies,West Indies,Sydney,1989-01-16,92.0,runs
552,Australia,West Indies,West Indies,Sydney,1989-01-18,8.0,wickets
553,New Zealand,Pakistan,New Zealand,Dunedin,1989-02-06,8.0,wickets
554,New Zealand,Pakistan,New Zealand,Christchurch,1989-03-04,7.0,wickets
555,West Indies,India,West Indies,Bridgetown,1989-03-07,50.0,runs
556,New Zealand,Pakistan,New Zealand,Wellington,1989-03-08,6.0,wickets
557,West Indies,India,West Indies,Port of Spain,1989-03-09,6.0,wickets
558,New Zealand,Pakistan,Pakistan,Auckland,1989-03-11,7.0,wickets
559,West Indies,India,West Indies,Port of Spain,1989-03-11,6.0,wickets
560,New Zealand,Pakistan,New Zealand,Hamilton,1989-03-14,7.0,wickets
561,West Indies,India,West Indies,St John's,1989-03-18,8.0,wickets
562,West Indies,India,West Indies,Georgetown,1989-03-21,101.0,runs
563,Pakistan,Sri Lanka,Pakistan,Sharjah,1989-03-23,30.0,runs
564,Pakistan,Sri Lanka,Pakistan,Sharjah,1989-03-24,7.0,wickets
565,England,Australia,England,Manchester,1989-05-25,95.0,runs
566,England,Australia,tied,Nottingham,1989-05-27,50.0,runs
567,England,Australia,Australia,Lord's,1989-05-29,6.0,wickets
568,India,West Indies,West Indies,Sharjah,1989-10-13,5.0,wickets
569,Pakistan,West Indies,Pakistan,Sharjah,1989-10-14,11.0,runs
570,England,Sri Lanka,England,Delhi,1989-10-15,5.0,wickets
571,India,Pakistan,Pakistan,Sharjah,1989-10-15,6.0,wickets
572,India,West Indies,India,Sharjah,1989-10-16,37.0,runs
573,Pakistan,West Indies,Pakistan,Sharjah,1989-10-17,57.0,runs
574,Australia,England,England,Hyderabad (Deccan),1989-10-19,7.0,wickets
575,Sri Lanka,West Indies,Sri Lanka,Rajkot,1989-10-19,4.0,wickets
576,India,Pakistan,Pakistan,Sharjah,1989-10-20,38.0,runs
577,Australia,West Indies,Australia,Chennai,1989-10-21,99.0,runs
578,England,Pakistan,England,Cuttack,1989-10-22,4.0,wickets
579,India,Sri Lanka,India,Ahmedabad,1989-10-22,6.0,runs
581,India,West Indies,West Indies,Delhi,1989-10-23,20.0,runs
580,Australia,Pakistan,Pakistan,Mumbai (BS),1989-10-23,66.0,runs
582,India,England,India,Kanpur,1989-10-25,6.0,wickets
583,Pakistan,West Indies,West Indies,Jalandhar,1989-10-25,6.0,wickets
584,Australia,Sri Lanka,Australia,Margao,1989-10-25,28.0,runs
585,England,West Indies,West Indies,Gwalior,1989-10-27,26.0,runs
586,India,Australia,India,Bengaluru,1989-10-27,3.0,wickets
587,Pakistan,Sri Lanka,Pakistan,Lucknow,1989-10-27,6.0,runs
588,India,Pakistan,Pakistan,Kolkata,1989-10-28,77.0,runs
589,England,Pakistan,Pakistan,Nagpur,1989-10-30,6.0,wickets
590,India,West Indies,West Indies,Mumbai,1989-10-30,8.0,wickets
591,Pakistan,West Indies,Pakistan,Kolkata,1989-11-01,4.0,wickets
592,Pakistan,India,Pakistan,Gujranwala,1989-12-18,7.0,runs
593,Pakistan,India,no result,Karachi,1989-12-20,22.0,runs
594,Pakistan,India,Pakistan,Lahore,1989-12-22,38.0,runs
595,Australia,Sri Lanka,Australia,Melbourne,1989-12-26,30.0,runs
596,Australia,Sri Lanka,Australia,Perth,1989-12-30,9.0,wickets
597,Pakistan,Sri Lanka,Sri Lanka,Perth,1989-12-31,3.0,wickets
598,Australia,Pakistan,Australia,Melbourne,1990-01-03,7.0,wickets
599,Australia,Sri Lanka,Australia,Melbourne,1990-01-04,73.0,runs
600,Pakistan,Sri Lanka,Pakistan,Brisbane,1990-02-10,5.0,wickets
601,Australia,Pakistan,Australia,Brisbane,1990-02-11,67.0,runs
602,Australia,Pakistan,Pakistan,Sydney,1990-02-13,5.0,wickets
603,West Indies,England,no result,Port of Spain,1990-02-14,6.0,wickets
604,Pakistan,Sri Lanka,Pakistan,Hobart,1990-02-15,6.0,wickets
606,West Indies,England,no result,Port of Spain,1990-02-17,27.0,runs
605,Pakistan,Sri Lanka,Pakistan,Adelaide,1990-02-17,27.0,runs
607,Australia,Sri Lanka,Australia,Adelaide,1990-02-18,7.0,wickets
608,Australia,Pakistan,Pakistan,Sydney,1990-02-20,2.0,runs
609,Australia,Pakistan,Australia,Melbourne,1990-02-23,7.0,wickets
610,Australia,Pakistan,Australia,Sydney,1990-02-25,69.0,runs
611,New Zealand,India,New Zealand,Dunedin,1990-03-01,108.0,runs
613,West Indies,England,West Indies,Kingston,1990-03-03,3.0,wickets
612,Australia,India,Australia,Christchurch,1990-03-03,18.0,runs
614,New Zealand,Australia,Australia,Christchurch,1990-03-04,150.0,runs
615,New Zealand,India,India,Wellington,1990-03-06,1.0,run
616,West Indies,England,West Indies,Georgetown,1990-03-07,6.0,wickets
617,Australia,India,Australia,Hamilton,1990-03-08,7.0,wickets
618,New Zealand,Australia,Australia,Auckland,1990-03-10,10.0,runs
619,New Zealand,Australia,Australia,Auckland,1990-03-11,8.0,wickets
620,West Indies,England,West Indies,Georgetown,1990-03-15,7.0,wickets
621,West Indies,England,West Indies,Bridgetown,1990-04-03,4.0,wickets
622,India,Sri Lanka,Sri Lanka,Sharjah,1990-04-25,3.0,wickets
623,Australia,New Zealand,Australia,Sharjah,1990-04-26,63.0,runs
624,India,Pakistan,Pakistan,Sharjah,1990-04-27,26.0,runs
625,Bangladesh,New Zealand,New Zealand,Sharjah,1990-04-28,161.0,runs
626,Pakistan,Sri Lanka,Pakistan,Sharjah,1990-04-29,90.0,runs
627,Australia,Bangladesh,Australia,Sharjah,1990-04-30,7.0,wickets
628,New Zealand,Pakistan,Pakistan,Sharjah,1990-05-01,8.0,wickets
629,Australia,Sri Lanka,Australia,Sharjah,1990-05-02,114.0,runs
630,Australia,Pakistan,Pakistan,Sharjah,1990-05-04,36.0,runs
631,England,New Zealand,New Zealand,Leeds,1990-05-23,4.0,wickets
632,England,New Zealand,England,The Oval,1990-05-25,6.0,wickets
633,England,India,India,Leeds,1990-07-18,6.0,wickets
634,England,India,India,Nottingham,1990-07-20,5.0,wickets
635,Pakistan,New Zealand,Pakistan,Lahore,1990-11-02,19.0,runs
636,Pakistan,New Zealand,Pakistan,Peshawar,1990-11-04,8.0,wickets
637,Pakistan,New Zealand,Pakistan,Sialkot,1990-11-06,105.0,runs
638,Pakistan,West Indies,Pakistan,Karachi,1990-11-09,6.0,runs
639,Pakistan,West Indies,Pakistan,Lahore,1990-11-11,5.0,wickets
640,Pakistan,West Indies,Pakistan,Multan,1990-11-13,31.0,runs
641,Australia,New Zealand,Australia,Sydney,1990-11-29,61.0,runs
643,India,Sri Lanka,India,Nagpur,1990-12-01,19.0,runs
642,England,New Zealand,New Zealand,Adelaide,1990-12-01,7.0,runs
644,Australia,New Zealand,Australia,Adelaide,1990-12-02,6.0,wickets
645,India,Sri Lanka,India,Pune,1990-12-05,6.0,wickets
646,England,New Zealand,England,Perth,1990-12-07,4.0,wickets
647,India,Sri Lanka,Sri Lanka,Margao,1990-12-08,7.0,wickets
648,Australia,England,Australia,Perth,1990-12-09,6.0,wickets
649,Australia,New Zealand,Australia,Melbourne,1990-12-11,39.0,runs
650,England,New Zealand,England,Sydney,1990-12-13,33.0,runs
651,England,New Zealand,New Zealand,Brisbane,1990-12-15,8.0,wickets
652,Australia,England,Australia,Brisbane,1990-12-16,37.0,runs
653,Australia,New Zealand,New Zealand,Hobart,1990-12-18,1.0,run
654,Pakistan,Sri Lanka,Sri Lanka,Sharjah,1990-12-20,6.0,wickets
655,Pakistan,Sri Lanka,Pakistan,Sharjah,1990-12-21,50.0,runs
656,India,Bangladesh,India,Chandigarh,1990-12-25,9.0,wickets
657,India,Sri Lanka,Sri Lanka,Cuttack,1990-12-28,36.0,runs
658,Bangladesh,Sri Lanka,Sri Lanka,Kolkata,1990-12-31,71.0,runs
659,Australia,England,Australia,Sydney,1991-01-01,68.0,runs
660,India,Sri Lanka,India,Kolkata,1991-01-04,7.0,wickets
661,Australia,England,Australia,Melbourne,1991-01-10,3.0,runs
662,Australia,New Zealand,Australia,Sydney,1991-01-13,6.0,wickets
663,Australia,New Zealand,Australia,Melbourne,1991-01-15,7.0,wickets
664,New Zealand,Sri Lanka,New Zealand,Napier,1991-01-26,5.0,wickets
665,New Zealand,Sri Lanka,New Zealand,Auckland,1991-01-28,41.0,runs
666,New Zealand,Sri Lanka,New Zealand,Dunedin,1991-02-06,107.0,runs
667,New Zealand,England,England,Christchurch,1991-02-09,14.0,runs
668,New Zealand,England,New Zealand,Wellington,1991-02-13,9.0,runs
669,New Zealand,England,New Zealand,Auckland,1991-02-16,7.0,runs
670,West Indies,Australia,Australia,Kingston,1991-02-26,35.0,runs
671,West Indies,Australia,Australia,Port of Spain,1991-03-09,45.0,runs
672,West Indies,Australia,West Indies,Port of Spain,1991-03-10,7.0,wickets
673,West Indies,Australia,Australia,Bridgetown,1991-03-13,37.0,runs
674,West Indies,Australia,Australia,Georgetown,1991-03-20,6.0,wickets
676,England,West Indies,England,Manchester,1991-05-25,9.0,runs
677,England,West Indies,England,Lord's,1991-05-27,7.0,wickets
678,Pakistan,West Indies,West Indies,Sharjah,1991-10-17,1.0,wicket
679,India,Pakistan,India,Sharjah,1991-10-18,60.0,runs
680,India,West Indies,India,Sharjah,1991-10-19,19.0,runs
681,Pakistan,West Indies,Pakistan,Sharjah,1991-10-21,1.0,run
682,India,West Indies,India,Sharjah,1991-10-22,7.0,wickets
683,India,Pakistan,Pakistan,Sharjah,1991-10-23,4.0,runs
684,India,Pakistan,Pakistan,Sharjah,1991-10-25,72.0,runs
685,India,South Africa,India,Kolkata,1991-11-10,3.0,wickets
686,India,South Africa,India,Gwalior,1991-11-12,38.0,runs
687,India,South Africa,South Africa,New Delhi,1991-11-14,8.0,wickets
688,Pakistan,West Indies,West Indies,Karachi,1991-11-20,24.0,runs
689,Pakistan,West Indies,tied,Lahore,1991-11-22,20.0,runs
690,Pakistan,West Indies,West Indies,Faisalabad,1991-11-24,17.0,runs
691,India,West Indies,tied,Perth,1991-12-06,62.0,runs
692,Australia,India,India,Perth,1991-12-08,107.0,runs
693,Australia,India,Australia,Hobart,1991-12-10,8.0,wickets
694,Australia,West Indies,Australia,Melbourne,1991-12-12,9.0,runs
695,India,West Indies,India,Adelaide,1991-12-14,10.0,runs
696,Australia,India,Australia,Adelaide,1991-12-15,6.0,wickets
697,Australia,West Indies,Australia,Sydney,1991-12-18,51.0,runs
698,Australia,West Indies,no result,Melbourne,1992-01-09,30.0,runs
699,Pakistan,Sri Lanka,Pakistan,Sargodha,1992-01-10,8.0,wickets
700,New Zealand,England,England,Auckland,1992-01-11,7.0,wickets
701,India,West Indies,West Indies,Brisbane,1992-01-11,6.0,wickets
702,Australia,West Indies,West Indies,Brisbane,1992-01-12,12.0,runs
703,Pakistan,Sri Lanka,Pakistan,Karachi,1992-01-13,29.0,runs
704,Australia,India,Australia,Sydney,1992-01-14,9.0,wickets
705,Pakistan,Sri Lanka,Pakistan,Hyderabad (Sind),1992-01-15,59.0,runs
706,India,West Indies,India,Melbourne,1992-01-16,5.0,wickets
707,Pakistan,Sri Lanka,Sri Lanka,Multan,1992-01-17,4.0,wickets
708,Australia,India,Australia,Melbourne,1992-01-18,88.0,runs
709,Pakistan,Sri Lanka,Pakistan,Rawalpindi,1992-01-19,117.0,runs
710,Australia,India,Australia,Sydney,1992-01-20,6.0,runs
711,New Zealand,England,England,Dunedin,1992-02-12,3.0,wickets
712,New Zealand,England,England,Christchurch,1992-02-15,71.0,runs
714,England,India,England,Perth,1992-02-22,9.0,runs
713,New Zealand,Australia,New Zealand,Auckland,1992-02-22,37.0,runs
715,Sri Lanka,Zimbabwe,Sri Lanka,New Plymouth,1992-02-23,3.0,wickets
716,Pakistan,West Indies,West Indies,Melbourne,1992-02-23,10.0,wickets
717,New Zealand,Sri Lanka,New Zealand,Hamilton,1992-02-25,6.0,wickets
718,Australia,South Africa,South Africa,Sydney,1992-02-26,9.0,wickets
719,Pakistan,Zimbabwe,Pakistan,Hobart,1992-02-27,53.0,runs
720,England,West Indies,England,Melbourne,1992-02-27,6.0,wickets
721,India,Sri Lanka,no result,Mackay,1992-02-28,6.0,wickets
